episode_name                                                                                                                    ,locale                                                          ,web_start_episode   ,web_finish_episode  ,tablet_start_episode,tablet_finish_episode,web_finish_rate                         ,tablet_finish_rate                      ,web_avg_stars                           ,tablet_avg_stars                        ,web_no_submit       ,tablet_no_submit    
PotionDecimals                                                                                                                  ,Israel / ar                                                     ,                 127,                  34,                   3,                    0,                      .26771653543307086,                      .00000000000000000,                                1.878181,                                 .000000,                  19,                   0
PouringRiddles                                                                                                                  ,Israel / ar                                                     ,                 547,                 120,                   0,                    0,                      .21937842778793418,                      .00000000000000000,                                3.370000,                                 .000000,                  33,                   0
PricesAndDiscounts                                                                                                              ,Israel / ar                                                     ,                  26,                   3,                   0,                    0,                      .11538461538461538,                      .00000000000000000,                                 .750000,                                 .000000,                  13,                   0
ProbabilityGuessingGame                                                                                                         ,Israel / ar                                                     ,                  83,                  19,                   0,                    0,                      .22891566265060240,                      .00000000000000000,                                1.040000,                                 .000000,                   1,                   0
RatiosUsingBarsOnNumberLine                                                                                                     ,Israel / ar                                                     ,                   1,                   0,                   0,                    0,                      .00000000000000000,                      .00000000000000000,                                 .000000,                                 .000000,                   0,                   0
RobotAngles                                                                                                                     ,Israel / ar                                                     ,                  98,                  15,                   7,                    3,                      .15306122448979591,                      .42857142857142857,                                 .675000,                                 .665000,                   4,                   0
SafeModulo                                                                                                                      ,Israel / ar                                                     ,                  30,                   7,                   0,                    0,                      .23333333333333333,                      .00000000000000000,                                2.750000,                                 .000000,                   4,                   0
ScalesMeasureBadges                                                                                                             ,Israel / ar                                                     ,                  36,                  17,                   0,                    0,                      .47222222222222222,                      .00000000000000000,                                3.155000,                                 .000000,                  14,                   0
ScalesMultiplicationAndDivision                                                                                                 ,Israel / ar                                                     ,                   8,                   2,                   0,                    0,                      .25000000000000000,                      .00000000000000000,                                2.000000,                                 .000000,                   5,                   0
SellingToysChange                                                                                                               ,Israel / ar                                                     ,                  59,                  20,                   1,                    0,                      .33898305084745762,                      .00000000000000000,                                1.420000,                                 .000000,                   7,                   0
SequenceWithBricks                                                                                                              ,Israel / ar                                                     ,                   7,                   1,                   0,                    0,                      .14285714285714285,                      .00000000000000000,                                 .750000,                                 .000000,                   3,                   0
ShapesOnGrid                                                                                                                    ,Israel / ar                                                     ,                  50,                  12,                   1,                    0,                      .24000000000000000,                      .00000000000000000,                                1.203333,                                 .000000,                  10,                   0
ShapesOnRegions                                                                                                                 ,Israel / ar                                                     ,                  11,                   5,                   0,                    0,                      .45454545454545454,                      .00000000000000000,                                2.875000,                                 .000000,                   3,                   0
ShopAddition                                                                                                                    ,Israel / ar                                                     ,                  36,                  14,                   0,                    0,                      .38888888888888888,                      .00000000000000000,                                1.860000,                                 .000000,                   7,                   0
SkyJumpMultiplication                                                                                                           ,Israel / ar                                                     ,                 125,                  59,                   0,                    0,                      .47200000000000000,                      .00000000000000000,                                1.554000,                                 .000000,                   9,                   0
SnailRaceTimeMeasuring                                                                                                          ,Israel / ar                                                     ,                 107,                   1,                   1,                    0,                      .00934579439252336,                      .00000000000000000,                                 .500000,                                 .000000,                  83,                   0
SolidShapes                                                                                                                     ,Israel / ar                                                     ,                  38,                  23,                   1,                    0,                      .60526315789473684,                      .00000000000000000,                                2.028333,                                 .000000,                   3,                   0
SpaceshipNumerals                                                                                                               ,Israel / ar                                                     ,                 110,                  31,                   4,                    2,                      .28181818181818181,                      .50000000000000000,                                1.714375,                                2.250000,                  10,                   0
SpinningWheelProbability                                                                                                        ,Israel / ar                                                     ,                  12,                   2,                   0,                    0,                      .16666666666666666,                      .00000000000000000,                                1.000000,                                 .000000,                   0,                   0
SplitRiddles                                                                                                                    ,Israel / ar                                                     ,                   1,                   0,                   0,                    0,                      .00000000000000000,                      .00000000000000000,                                 .000000,                                 .000000,                   0,                   0
StatisticalPropertiesUsingHeatHistogram                                                                                         ,Israel / ar                                                     ,                   6,                   0,                   0,                    0,                      .00000000000000000,                      .00000000000000000,                                 .000000,                                 .000000,                   2,                   0
StickersArrayHiddenParts                                                                                                        ,Israel / ar                                                     ,                  26,                   7,                   1,                    0,                      .26923076923076923,                      .00000000000000000,                                1.325000,                                 .000000,                   4,                   0
StopTheClock                                                                                                                    ,Israel / ar                                                     ,                 241,                  26,                  11,                    0,                      .10788381742738589,                      .00000000000000000,                                1.085937,                                 .000000,                  52,                   4
SubtractionWithTickets                                                                                                          ,Israel / ar                                                     ,                  13,                   6,                   0,                    0,                      .46153846153846153,                      .00000000000000000,                                3.830000,                                 .000000,                   2,                   0
SymmetryShapes                                                                                                                  ,Israel / ar                                                     ,                 119,                  17,                   0,                    0,                      .14285714285714285,                      .00000000000000000,                                2.612500,                                 .000000,                  34,                   0
Tangram                                                                                                                         ,Israel / ar                                                     ,                 100,                  45,                   0,                    0,                      .45000000000000000,                      .00000000000000000,                                3.703333,                                 .000000,                  26,                   0
ThreeFriendsRiddle                                                                                                              ,Israel / ar                                                     ,                  25,                  11,                   0,                    0,                      .44000000000000000,                      .00000000000000000,                                 .500000,                                 .000000,                   2,                   0
TimeConversion                                                                                                                  ,Israel / ar                                                     ,                  40,                   5,                   1,                    0,                      .12500000000000000,                      .00000000000000000,                                1.166666,                                 .000000,                  13,                   0
TrainPatterns                                                                                                                   ,Israel / ar                                                     ,                  31,                  26,                   0,                    0,                      .83870967741935483,                      .00000000000000000,                                4.420000,                                 .000000,                   2,                   0
TrainTimeTable                                                                                                                  ,Israel / ar                                                     ,                 589,                  90,                  25,                   10,                      .15280135823429541,                      .40000000000000000,                                1.265000,                                 .873750,                 135,                   6
TravelMultiplication                                                                                                            ,Israel / ar                                                     ,                  25,                  13,                   0,                    0,                      .52000000000000000,                      .00000000000000000,                                3.500000,                                 .000000,                   0,                   0
TreasureHuntDrawingLines                                                                                                        ,Israel / ar                                                     ,                   1,                   0,                   0,                    0,                      .00000000000000000,                      .00000000000000000,                                 .000000,                                 .000000,                   0,                   0
TreasureIsland                                                                                                                  ,Israel / ar                                                     ,                 198,                  60,                   5,                    1,                      .30303030303030303,                      .20000000000000000,                                 .901666,                                 .000000,                  42,                   3
TripPlannerDivision                                                                                                             ,Israel / ar                                                     ,                  12,                   5,                   0,                    0,                      .41666666666666666,                      .00000000000000000,                                2.312500,                                 .000000,                   3,                   0
TruckLoading                                                                                                                    ,Israel / ar                                                     ,                  84,                  34,                   1,                    1,                      .40476190476190476,                     1.00000000000000000,                                1.176875,                                1.000000,                  15,                   0
UnderstandingNumberLines                                                                                                        ,Israel / ar                                                     ,                 122,                  38,                   5,                    2,                      .31147540983606557,                      .40000000000000000,                                1.306136,                                 .700000,                  33,                   0
UnitSquareConstruction                                                                                                          ,Israel / ar                                                     ,                   3,                   0,                   0,                    0,                      .00000000000000000,                      .00000000000000000,                                 .000000,                                 .000000,                   1,                   0
VariabilityUsingHistogramAndBoxPlot                                                                                             ,Israel / ar                                                     ,                   1,                   0,                   0,                    0,                      .00000000000000000,                      .00000000000000000,                                 .000000,                                 .000000,                   1,                   0
VegetableGardenArea                                                                                                             ,Israel / ar                                                     ,                  24,                   9,                   0,                    0,                      .37500000000000000,                      .00000000000000000,                                2.706666,                                 .000000,                   1,                   0
VillageDesign                                                                                                                   ,Israel / ar                                                     ,                 159,                  47,                   4,                    4,                      .29559748427672955,                     1.00000000000000000,                                1.916000,                                2.083333,                  21,                   0
VillageMeasuringCubes                                                                                                           ,Israel / ar                                                     ,                   3,                   0,                   0,                    0,                      .00000000000000000,                      .00000000000000000,                                 .000000,                                 .000000,                   1,                   0
VolumeOfRectangularPrisms                                                                                                       ,Israel / ar                                                     ,                  24,                  10,                   2,                    0,                      .41666666666666666,                      .00000000000000000,                                1.266666,                                 .000000,                   0,                   0
WeighingMattersDecimals                                                                                                         ,Israel / ar                                                     ,                  22,                   1,                   1,                    0,                      .04545454545454545,                      .00000000000000000,                                 .375000,                                 .000000,                   8,                   0
WeighingRiddles                                                                                                                 ,Israel / ar                                                     ,                 210,                  84,                  13,                    2,                      .40000000000000000,                      .15384615384615384,                                2.105833,                                 .500000,                  28,                   2
WhatWillHappen                                                                                                                  ,Israel / ar                                                     ,                  72,                  30,                   4,                    4,                      .41666666666666666,                     1.00000000000000000,                                1.927500,                                2.250000,                   4,                   0
WholeNumberFractionsOnTheNumberLine                                                                                             ,Israel / ar                                                     ,                   6,                   2,                   1,                    1,                      .33333333333333333,                     1.00000000000000000,                                1.250000,                                 .000000,                   1,                   0
WritingDigits                                                                                                                   ,Israel / ar                                                     ,                   1,                   0,                   0,                    0,                      .00000000000000000,                      .00000000000000000,                                 .000000,                                 .000000,                   0,                   0
AdditionWithPipes                                                                                                               ,Israel / en                                                     ,                   1,                   1,                   0,                    0,                     1.00000000000000000,                      .00000000000000000,                                5.000000,                                 .000000,                   0,                   0
AirportRegroupingMachine                                                                                                        ,Israel / en                                                     ,                   1,                   0,                   0,                    0,                      .00000000000000000,                      .00000000000000000,                                 .000000,                                 .000000,                   0,                   0
AreaOfRectanglesSimple                                                                                                          ,Israel / en                                                     ,                   1,                   0,                   0,                    0,                      .00000000000000000,                      .00000000000000000,                                 .000000,                                 .000000,                   0,                   0
BirdFlocksParity                                                                                                                ,Israel / en                                                     ,                   5,                   4,                   0,                    0,                      .80000000000000000,                      .00000000000000000,                                4.500000,                                 .000000,                   0,                   0
BirdsCrossing                                                                                                                   ,Israel / en                                                     ,                   1,                   0,                   0,                    0,                      .00000000000000000,                      .00000000000000000,                                 .000000,                                 .000000,                   0,                   0
BoatEquations                                                                                                                   ,Israel / en                                                     ,                   3,                   1,                   0,                    0,                      .33333333333333333,                      .00000000000000000,                                2.500000,                                 .000000,                   0,                   0
BuyingToysPay                                                                                                                   ,Israel / en                                                     ,                   3,                   3,                   0,                    0,                     1.00000000000000000,                      .00000000000000000,                                4.333333,                                 .000000,                   0,                   0
CrayonsLinePlot                                                                                                                 ,Israel / en                                                     ,                   1,                   0,                   0,                    0,                      .00000000000000000,                      .00000000000000000,                                 .000000,                                 .000000,                   0,                   0
CutAndGlue                                                                                                                      ,Israel / en                                                     ,                   1,                   1,                   0,                    0,                     1.00000000000000000,                      .00000000000000000,                                5.000000,                                 .000000,                   0,                   0
DecimalPaintMixing                                                                                                              ,Israel / en                                                     ,                   1,                   1,                   0,                    0,                     1.00000000000000000,                      .00000000000000000,                                5.000000,                                 .000000,                   0,                   0
DistributiveStickerPage                                                                                                         ,Israel / en                                                     ,                   1,                   0,                   0,                    0,                      .00000000000000000,                      .00000000000000000,                                 .000000,                                 .000000,                   0,                   0
DrivingAround                                                                                                                   ,Israel / en                                                     ,                   1,                   0,                   0,                    0,                      .00000000000000000,                      .00000000000000000,                                 .000000,                                 .000000,                   0,                   0
FishTankGraphing                                                                                                                ,Israel / en                                                     ,                   1,                   1,                   0,                    0,                     1.00000000000000000,                      .00000000000000000,                                4.000000,                                 .000000,                   0,                   0
LotusParity                                                                                                                     ,Israel / en                                                     ,                   1,                   1,                   0,                    0,                     1.00000000000000000,                      .00000000000000000,                                5.000000,                                 .000000,                   0,                   0
MatchCardSums                                                                                                                   ,Israel / en                                                     ,                   5,                   3,                   0,                    0,                      .60000000000000000,                      .00000000000000000,                                2.833333,                                 .000000,                   0,                   0
MovieMoneyPay                                                                                                                   ,Israel / en                                                     ,                   4,                   3,                   0,                    0,                      .75000000000000000,                      .00000000000000000,                                2.500000,                                 .000000,                   0,                   0
PerimeterOfPolygons                                                                                                             ,Israel / en                                                     ,                   1,                   0,                   0,                    0,                      .00000000000000000,                      .00000000000000000,                                 .000000,                                 .000000,                   0,                   0
PingPong                                                                                                                        ,Israel / en                                                     ,                   2,                   1,                   0,                    0,                      .50000000000000000,                      .00000000000000000,                                2.000000,                                 .000000,                   0,                   0
PizzaMap                                                                                                                        ,Israel / en                                                     ,                   1,                   0,                   0,                    0,                      .00000000000000000,                      .00000000000000000,                                 .000000,                                 .000000,                   0,                   0
ShapesOnRegions                                                                                                                 ,Israel / en                                                     ,                   1,                   1,                   0,                    0,                     1.00000000000000000,                      .00000000000000000,                                5.000000,                                 .000000,                   0,                   0
SkyJumpMultiplication                                                                                                           ,Israel / en                                                     ,                   4,                   4,                   0,                    0,                     1.00000000000000000,                      .00000000000000000,                                2.500000,                                 .000000,                   0,                   0
StopTheClock                                                                                                                    ,Israel / en                                                     ,                   1,                   1,                   0,                    0,                     1.00000000000000000,                      .00000000000000000,                                3.000000,                                 .000000,                   0,                   0
Tangram                                                                                                                         ,Israel / en                                                     ,                   1,                   0,                   0,                    0,                      .00000000000000000,                      .00000000000000000,                                 .000000,                                 .000000,                   0,                   0
ThreeFriendsRiddle                                                                                                              ,Israel / en                                                     ,                   3,                   3,                   0,                    0,                     1.00000000000000000,                      .00000000000000000,                                 .000000,                                 .000000,                   0,                   0
UnderstandingNumberLines                                                                                                        ,Israel / en                                                     ,                   1,                   0,                   0,                    0,                      .00000000000000000,                      .00000000000000000,                                 .000000,                                 .000000,                   0,                   0
VillageDesign                                                                                                                   ,Israel / en                                                     ,                   3,                   2,                   0,                    0,                      .66666666666666666,                      .00000000000000000,                                3.333333,                                 .000000,                   0,                   0
AbsoluteValueWithCards                                                                                                          ,Israel / he                                                     ,                   8,                   0,                   0,                    0,                      .00000000000000000,                      .00000000000000000,                                 .000000,                                 .000000,                   3,                   0
AddingAndSubtractingAngles                                                                                                      ,Israel / he                                                     ,                 490,                 276,                  66,                   38,                      .56326530612244897,                      .57575757575757575,                                2.007500,                                1.479500,                  67,                   3
AdditionWithPipes                                                                                                               ,Israel / he                                                     ,                 418,                 189,                  33,                   14,                      .45215311004784688,                      .42424242424242424,                                1.823636,                                1.058333,                  74,                   4
AirportRegroupingMachine                                                                                                        ,Israel / he                                                     ,                 586,                 228,                  34,                   10,                      .38907849829351535,                      .29411764705882352,                                2.003055,                                 .845769,                  64,                   3
AlgorithmWorksheets                                                                                                             ,Israel / he                                                     ,                 218,                  76,                   7,                    2,                      .34862385321100917,                      .28571428571428571,                                1.793500,                                 .562500,                  43,                   1
AnglesAsCircularSectors                                                                                                         ,Israel / he                                                     ,                 112,                  68,                  14,                    7,                      .60714285714285714,                      .50000000000000000,                                1.892142,                                 .960000,                  12,                   5
AreaOfRectangles                                                                                                                ,Israel / he                                                     ,                   7,                   2,                   0,                    0,                      .28571428571428571,                      .00000000000000000,                                2.000000,                                 .000000,                   0,                   0
AreaOfRectanglesSimple                                                                                                          ,Israel / he                                                     ,                 155,                  62,                  25,                   16,                      .40000000000000000,                      .64000000000000000,                                1.995500,                                1.821666,                  15,                   3
ArrangingToys                                                                                                                   ,Israel / he                                                     ,                4151,                1805,                 171,                   76,                      .43483497952300650,                      .44444444444444444,                                1.596818,                                1.257000,                 360,                  21
AskAMonsterComparison                                                                                                           ,Israel / he                                                     ,                 172,                  66,                  93,                    6,                      .38372093023255813,                      .06451612903225806,                                1.452352,                                 .595000,                  23,                   2
BalloonFractions                                                                                                                ,Israel / he                                                     ,                 115,                  60,                   4,                    4,                      .52173913043478260,                     1.00000000000000000,                                1.700000,                                2.375000,                   4,                   0
BalloonSorting                                                                                                                  ,Israel / he                                                     ,                   7,                   2,                   0,                    0,                      .28571428571428571,                      .00000000000000000,                                2.500000,                                 .000000,                   0,                   0
BalloonSubtraction                                                                                                              ,Israel / he                                                     ,                  34,                  26,                  20,                    3,                      .76470588235294117,                      .15000000000000000,                                2.361250,                                2.333333,                   2,                   0
BandLocations                                                                                                                   ,Israel / he                                                     ,                  10,                   8,                   0,                    0,                      .80000000000000000,                      .00000000000000000,                                3.833333,                                 .000000,                   1,                   0
BarSequence                                                                                                                     ,Israel / he                                                     ,                  94,                  41,                   1,                    0,                      .43617021276595744,                      .00000000000000000,                                1.559375,                                 .000000,                   4,                   0
Beads                                                                                                                           ,Israel / he                                                     ,                  91,                  69,                  31,                   15,                      .75824175824175824,                      .48387096774193548,                                2.241500,                                1.975000,                   8,                   0
BeadsFractions                                                                                                                  ,Israel / he                                                     ,                 319,                 140,                  21,                   10,                      .43887147335423197,                      .47619047619047619,                                1.960833,                                1.362000,                  29,                   1
BeesAndFlowers                                                                                                                  ,Israel / he                                                     ,                  36,                  28,                  19,                    7,                      .77777777777777777,                      .36842105263157894,                                1.958125,                                1.277777,                   2,                   1
BirdFlocksParity                                                                                                                ,Israel / he                                                     ,                 376,                 300,                 249,                  188,                      .79787234042553191,                      .75502008032128514,                                1.666363,                                1.636250,                  15,                   1
BirdhouseAdditionSubtraction                                                                                                    ,Israel / he                                                     ,                 186,                 124,                   8,                    5,                      .66666666666666666,                      .62500000000000000,                                2.382500,                                1.555000,                  19,                   3
